"timeframe","group","segment","year","category","metric","value"
"mid-year","hunt","All",2009,"All","participants",171498
"mid-year","hunt","All",2010,"All","participants",161471
"mid-year","hunt","All",2011,"All","participants",153530
"mid-year","hunt","All",2012,"All","participants",151985
"mid-year","hunt","All",2013,"All","participants",149138
"mid-year","hunt","All",2014,"All","participants",141422
"mid-year","hunt","All",2015,"All","participants",142515
"mid-year","hunt","All",2016,"All","participants",146765
"mid-year","hunt","All",2017,"All","participants",141891
"mid-year","hunt","All",2018,"All","participants",148441
"mid-year","hunt","All",2019,"All","participants",140517
"mid-year","hunt","Residency",2009,"Resident","participants",166450
"mid-year","hunt","Residency",2010,"Resident","participants",156443
"mid-year","hunt","Residency",2011,"Resident","participants",148699
"mid-year","hunt","Residency",2012,"Resident","participants",147421
"mid-year","hunt","Residency",2013,"Resident","participants",144370
"mid-year","hunt","Residency",2014,"Resident","participants",136993
"mid-year","hunt","Residency",2015,"Resident","participants",137696
"mid-year","hunt","Residency",2016,"Resident","participants",141322
"mid-year","hunt","Residency",2017,"Resident","participants",136543
"mid-year","hunt","Residency",2018,"Resident","participants",142976
"mid-year","hunt","Residency",2019,"Resident","participants",134582
"mid-year","hunt","Residency",2009,"Nonresident","participants",5048
"mid-year","hunt","Residency",2010,"Nonresident","participants",5028
"mid-year","hunt","Residency",2011,"Nonresident","participants",4831
"mid-year","hunt","Residency",2012,"Nonresident","participants",4564
"mid-year","hunt","Residency",2013,"Nonresident","participants",4768
"mid-year","hunt","Residency",2014,"Nonresident","participants",4429
"mid-year","hunt","Residency",2015,"Nonresident","participants",4819
"mid-year","hunt","Residency",2016,"Nonresident","participants",5443
"mid-year","hunt","Residency",2017,"Nonresident","participants",5348
"mid-year","hunt","Residency",2018,"Nonresident","participants",5465
"mid-year","hunt","Residency",2019,"Nonresident","participants",5935
"mid-year","hunt","Gender",2009,"Male","participants",159886
"mid-year","hunt","Gender",2010,"Male","participants",150256
"mid-year","hunt","Gender",2011,"Male","participants",142604
"mid-year","hunt","Gender",2012,"Male","participants",140867
"mid-year","hunt","Gender",2013,"Male","participants",137994
"mid-year","hunt","Gender",2014,"Male","participants",130386
"mid-year","hunt","Gender",2015,"Male","participants",130816
"mid-year","hunt","Gender",2016,"Male","participants",133631
"mid-year","hunt","Gender",2017,"Male","participants",128960
"mid-year","hunt","Gender",2018,"Male","participants",134289
"mid-year","hunt","Gender",2019,"Male","participants",127393
"mid-year","hunt","Gender",2009,"Female","participants",11612
"mid-year","hunt","Gender",2010,"Female","participants",11215
"mid-year","hunt","Gender",2011,"Female","participants",10926
"mid-year","hunt","Gender",2012,"Female","participants",11118
"mid-year","hunt","Gender",2013,"Female","participants",11144
"mid-year","hunt","Gender",2014,"Female","participants",11036
"mid-year","hunt","Gender",2015,"Female","participants",11699
"mid-year","hunt","Gender",2016,"Female","participants",13134
"mid-year","hunt","Gender",2017,"Female","participants",12931
"mid-year","hunt","Gender",2018,"Female","participants",14152
"mid-year","hunt","Gender",2019,"Female","participants",13124
"mid-year","hunt","Age",2009,"18-24","participants",16792
"mid-year","hunt","Age",2010,"18-24","participants",16278
"mid-year","hunt","Age",2011,"18-24","participants",15329
"mid-year","hunt","Age",2012,"18-24","participants",15488
"mid-year","hunt","Age",2013,"18-24","participants",15689
"mid-year","hunt","Age",2014,"18-24","participants",15193
"mid-year","hunt","Age",2015,"18-24","participants",15428
"mid-year","hunt","Age",2016,"18-24","participants",15584
"mid-year","hunt","Age",2017,"18-24","participants",14909
"mid-year","hunt","Age",2018,"18-24","participants",15077
"mid-year","hunt","Age",2019,"18-24","participants",14286
"mid-year","hunt","Age",2009,"25-34","participants",27180
"mid-year","hunt","Age",2010,"25-34","participants",25935
"mid-year","hunt","Age",2011,"25-34","participants",25072
"mid-year","hunt","Age",2012,"25-34","participants",25026
"mid-year","hunt","Age",2013,"25-34","participants",24782
"mid-year","hunt","Age",2014,"25-34","participants",24080
"mid-year","hunt","Age",2015,"25-34","participants",24593
"mid-year","hunt","Age",2016,"25-34","participants",26025
"mid-year","hunt","Age",2017,"25-34","participants",25561
"mid-year","hunt","Age",2018,"25-34","participants",27644
"mid-year","hunt","Age",2019,"25-34","participants",26292
"mid-year","hunt","Age",2009,"35-44","participants",40083
"mid-year","hunt","Age",2010,"35-44","participants",35825
"mid-year","hunt","Age",2011,"35-44","participants",32489
"mid-year","hunt","Age",2012,"35-44","participants",31038
"mid-year","hunt","Age",2013,"35-44","participants",29698
"mid-year","hunt","Age",2014,"35-44","participants",27191
"mid-year","hunt","Age",2015,"35-44","participants",26914
"mid-year","hunt","Age",2016,"35-44","participants",27706
"mid-year","hunt","Age",2017,"35-44","participants",27018
"mid-year","hunt","Age",2018,"35-44","participants",29491
"mid-year","hunt","Age",2019,"35-44","participants",27830
"mid-year","hunt","Age",2009,"45-54","participants",50404
"mid-year","hunt","Age",2010,"45-54","participants",47140
"mid-year","hunt","Age",2011,"45-54","participants",44700
"mid-year","hunt","Age",2012,"45-54","participants",43689
"mid-year","hunt","Age",2013,"45-54","participants",41974
"mid-year","hunt","Age",2014,"45-54","participants",38759
"mid-year","hunt","Age",2015,"45-54","participants",38018
"mid-year","hunt","Age",2016,"45-54","participants",38128
"mid-year","hunt","Age",2017,"45-54","participants",35446
"mid-year","hunt","Age",2018,"45-54","participants",35390
"mid-year","hunt","Age",2019,"45-54","participants",32381
"mid-year","hunt","Age",2009,"55-64","participants",37038
"mid-year","hunt","Age",2010,"55-64","participants",36293
"mid-year","hunt","Age",2011,"55-64","participants",35939
"mid-year","hunt","Age",2012,"55-64","participants",36743
"mid-year","hunt","Age",2013,"55-64","participants",36994
"mid-year","hunt","Age",2014,"55-64","participants",36198
"mid-year","hunt","Age",2015,"55-64","participants",37562
"mid-year","hunt","Age",2016,"55-64","participants",39321
"mid-year","hunt","Age",2017,"55-64","participants",38957
"mid-year","hunt","Age",2018,"55-64","participants",40839
"mid-year","hunt","Age",2019,"55-64","participants",39729
"mid-year","hunt","All",2009,"All","residents",166450
"mid-year","hunt","All",2010,"All","residents",156443
"mid-year","hunt","All",2011,"All","residents",148699
"mid-year","hunt","All",2012,"All","residents",147421
"mid-year","hunt","All",2013,"All","residents",144370
"mid-year","hunt","All",2014,"All","residents",136993
"mid-year","hunt","All",2015,"All","residents",137696
"mid-year","hunt","All",2016,"All","residents",141322
"mid-year","hunt","All",2017,"All","residents",136543
"mid-year","hunt","All",2018,"All","residents",142976
"mid-year","hunt","All",2019,"All","residents",134582
"mid-year","hunt","Residency",2009,"Resident","residents",166450
"mid-year","hunt","Residency",2010,"Resident","residents",156443
"mid-year","hunt","Residency",2011,"Resident","residents",148699
"mid-year","hunt","Residency",2012,"Resident","residents",147421
"mid-year","hunt","Residency",2013,"Resident","residents",144370
"mid-year","hunt","Residency",2014,"Resident","residents",136993
"mid-year","hunt","Residency",2015,"Resident","residents",137696
"mid-year","hunt","Residency",2016,"Resident","residents",141322
"mid-year","hunt","Residency",2017,"Resident","residents",136543
"mid-year","hunt","Residency",2018,"Resident","residents",142976
"mid-year","hunt","Residency",2019,"Resident","residents",134582
"mid-year","hunt","Gender",2009,"Male","residents",155000
"mid-year","hunt","Gender",2010,"Male","residents",145410
"mid-year","hunt","Gender",2011,"Male","residents",137949
"mid-year","hunt","Gender",2012,"Male","residents",136465
"mid-year","hunt","Gender",2013,"Male","residents",133405
"mid-year","hunt","Gender",2014,"Male","residents",126131
"mid-year","hunt","Gender",2015,"Male","residents",126213
"mid-year","hunt","Gender",2016,"Male","residents",128475
"mid-year","hunt","Gender",2017,"Male","residents",123867
"mid-year","hunt","Gender",2018,"Male","residents",129124
"mid-year","hunt","Gender",2019,"Male","residents",121778
"mid-year","hunt","Gender",2009,"Female","residents",11450
"mid-year","hunt","Gender",2010,"Female","residents",11033
"mid-year","hunt","Gender",2011,"Female","residents",10750
"mid-year","hunt","Gender",2012,"Female","residents",10956
"mid-year","hunt","Gender",2013,"Female","residents",10965
"mid-year","hunt","Gender",2014,"Female","residents",10862
"mid-year","hunt","Gender",2015,"Female","residents",11483
"mid-year","hunt","Gender",2016,"Female","residents",12847
"mid-year","hunt","Gender",2017,"Female","residents",12676
"mid-year","hunt","Gender",2018,"Female","residents",13852
"mid-year","hunt","Gender",2019,"Female","residents",12804
"mid-year","hunt","Age",2009,"18-24","residents",16514
"mid-year","hunt","Age",2010,"18-24","residents",15976
"mid-year","hunt","Age",2011,"18-24","residents",15017
