region,state,quarter,group,metric,segment,year,category,value,aggregation,value_type
Midwest,Midwest,4,all_sports,churn,age,2010,18-24,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2011,18-24,-0.011978434827122285,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2012,18-24,-0.06430126961036468,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2013,18-24,4.6067727636732274e-4,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2014,18-24,-0.019581347043478588,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2015,18-24,-0.009257806997041955,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2016,18-24,-0.006656034961801074,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2017,18-24,0.024101606700870234,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2018,18-24,0.037219400106242924,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2010,25-34,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2011,25-34,-0.009136459478885708,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2012,25-34,-0.06159755217734661,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2013,25-34,0.016823267842158166,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2014,25-34,-0.0163714114244597,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2015,25-34,-0.011302468601041345,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2016,25-34,-0.005480212637549955,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2017,25-34,0.02838948614873265,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2018,25-34,0.04213886891911615,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2010,35-44,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2011,35-44,-0.011528979426884372,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2012,35-44,-0.06069827077605516,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2013,35-44,0.015510933794129307,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2014,35-44,-0.014270689245325324,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2015,35-44,-0.017283237087774836,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2016,35-44,-0.01703713132424407,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2017,35-44,0.01040801735035011,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2018,35-44,0.037906640905432755,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2010,45-54,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2011,45-54,-0.008646415642717316,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2012,45-54,-0.0684470550019393,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2013,45-54,0.025713902487391964,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2014,45-54,-0.007851738931005154,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2015,45-54,-0.014461417163644491,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2016,45-54,-0.004408491160229555,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2017,45-54,0.028825464737234314,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2018,45-54,0.053070179108780716,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2010,55-64,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2011,55-64,-0.008762348865945348,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2012,55-64,-0.0609488776570078,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2013,55-64,0.02678111722385664,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2014,55-64,-0.0176760827964966,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2015,55-64,-0.038893411639740326,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2016,55-64,-0.03426400268931693,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2017,55-64,0.001905717453082061,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,age,2018,55-64,0.024852281502825146,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2010,all,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2011,all,-0.011248028569240972,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2012,all,-0.06713582000477229,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2013,all,0.018430794809794718,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2014,all,-0.013221608249461612,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2015,all,-0.01771625475855727,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2016,all,-0.01321889688850907,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2017,all,0.020327778590460765,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,all,2018,all,0.04255222309135512,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2010,female,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2011,female,-0.008455728861289353,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2012,female,-0.07609924615520373,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2013,female,0.01013666839364591,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2014,female,-0.03514195518969051,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2015,female,-0.03459044209238064,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2016,female,-0.0427321639210428,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2017,female,-0.008353482884973663,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2018,female,0.02043477954257796,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2010,male,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2011,male,-0.010083091130453038,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2012,male,-0.06195370217169387,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2013,male,0.019865470273809166,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2014,male,-0.007347217224021518,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2015,male,-0.017901025802799127,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2016,male,-0.00917045718273316,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2017,male,0.05679467226392288,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,gender,2018,male,0.07805640204877301,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2010,nonresident,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2011,nonresident,0.00449367147500125,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2012,nonresident,-0.014356782053574059,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2013,nonresident,0.009755588948568384,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2014,nonresident,0.009279779511783846,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2015,nonresident,-0.010393337816551784,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2016,nonresident,-0.006655819474723739,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2017,nonresident,-0.001042117689582463,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2018,nonresident,-0.008369296281059813,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2010,resident,0,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2011,resident,-0.0134255430079811,AVG,pct_change_all
Midwest,Midwest,4,all_sports,churn,residency,2012,resident,-0.08363482253995205,AVG,pct_change_all
