region,state,quarter,group,metric,segment,year,category,value,aggregation,value_type,"segment == ""residency"""
Southeast,Southeast,4,all_sports,participants - recruited,age,2014,25-34,275334.8187903452,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2014,35-44,242588.11899531414,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2014,45-54,238123.60870412303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2014,55-64,181533.12715828733,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2015,18-24,204187.3263519303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2015,25-34,273061.8187903452,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2015,35-44,238947.11899531414,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2015,45-54,237343.60870412303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2015,55-64,182990.12715828733,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2016,18-24,199712.3263519303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2016,25-34,270487.8187903452,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2016,35-44,237447.11899531414,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2016,45-54,235643.60870412303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2016,55-64,183892.12715828733,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2017,18-24,193764.3263519303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2017,25-34,263301.8187903452,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2017,35-44,235288.11899531414,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2017,45-54,233033.60870412303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2017,55-64,183858.12715828733,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2018,18-24,187612.3263519303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2018,25-34,255290.8187903452,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2018,35-44,228455.11899531414,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2018,45-54,225343.60870412303,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,age,2018,55-64,180380.12715828733,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,all,2014,all,1145775,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,all,2015,all,1136536,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,all,2016,all,1127184,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,all,2017,all,1109249,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,all,2018,all,1077084,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2014,female,340544,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2014,male,805231,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2015,female,336043,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2015,male,800493,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2016,female,332689,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2016,male,794495,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2017,female,323249,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2017,male,786e3,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2018,female,310493,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,gender,2018,male,766591,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2014,nonresident,440212,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2014,resident,705563,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2015,nonresident,440976,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2015,resident,695560,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2016,nonresident,439672,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2016,resident,687512,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2017,nonresident,438238,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2017,resident,671011,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2018,nonresident,432680,SUM,total,NA
Southeast,Southeast,4,all_sports,participants - recruited,residency,2018,resident,644404,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2009,18-24,300381.8522391654,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2009,25-34,502051.5188842579,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2009,35-44,608714.4859233018,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2009,45-54,671804.5510818674,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2009,55-64,508385.5918714075,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2010,18-24,318713.866247528,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2010,25-34,529248.1942383187,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2010,35-44,628139.4777531804,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2010,45-54,706488.2657988725,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2010,55-64,546717.1959621004,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2011,18-24,338045.80575761525,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2011,25-34,553224.0874764463,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2011,35-44,635761.0983849708,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2011,45-54,726385.638284038,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2011,55-64,574282.3700969296,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2012,18-24,349744.0601654243,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2012,25-34,563410.4414963498,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2012,35-44,634990.6447652787,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2012,45-54,727972.0202417693,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2012,55-64,589224.833331178,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2013,18-24,376414.050023559,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2013,25-34,597409.7179093091,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2013,35-44,649639.4075927214,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2013,45-54,753247.1670892325,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2013,55-64,626167.657385178,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2014,18-24,393541.4765072423,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2014,25-34,628702.9462209638,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2014,35-44,666217.1248434383,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2014,45-54,770912.6965490466,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2014,55-64,655674.755879309,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2015,18-24,390359.4765072423,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2015,25-34,630454.9462209638,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2015,35-44,659529.1248434383,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2015,45-54,769062.6965490466,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2015,55-64,662389.755879309,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2016,18-24,389119.4765072423,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2016,25-34,632416.9462209638,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2016,35-44,656827.1248434383,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2016,45-54,767206.6965490466,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2016,55-64,669471.755879309,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2017,18-24,383571.4765072423,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2017,25-34,625569.9462209638,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2017,35-44,655198.1248434383,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2017,45-54,765837.6965490466,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2017,55-64,673694.755879309,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2018,18-24,374709.4765072423,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2018,25-34,613933.9462209638,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2018,35-44,645351.1248434383,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2018,45-54,751728.6965490466,SUM,total,NA
Southeast,Southeast,4,fish,participants,age,2018,55-64,670722.755879309,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2009,all,2591337,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2010,all,2729308,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2011,all,2827699,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2012,all,2865341,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2013,all,3002877,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2014,all,3115050,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2015,all,3111795,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2016,all,3115044,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2017,all,3103872,SUM,total,NA
Southeast,Southeast,4,fish,participants,all,2018,all,3056445,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2009,female,542985,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2009,male,2048352,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2010,female,570914,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2010,male,2158394,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2011,female,608925,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2011,male,2218774,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2012,female,623071,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2012,male,2242270,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2013,female,660272,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2013,male,2342605,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2014,female,699614,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2014,male,2415436,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2015,female,698063,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2015,male,2413732,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2016,female,701331,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2016,male,2413713,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2017,female,698548,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2017,male,2405324,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2018,female,685629,SUM,total,NA
Southeast,Southeast,4,fish,participants,gender,2018,male,2370816,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2009,nonresident,396463,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2009,resident,2194874,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2010,nonresident,542187,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2010,resident,2187121,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2011,nonresident,567981,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2011,resident,2259718,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2012,nonresident,592576,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2012,resident,2272765,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2013,nonresident,644069,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2013,resident,2358808,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2014,nonresident,661894,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2014,resident,2453156,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2015,nonresident,667891,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2015,resident,2443904,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2016,nonresident,668560,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2016,resident,2446484,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2017,nonresident,670501,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2017,resident,2433371,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2018,nonresident,661720,SUM,total,NA
Southeast,Southeast,4,fish,participants,residency,2018,resident,2394725,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2014,18-24,177167.10888312123,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2014,25-34,232597.6172694798,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2014,35-44,204889.692997879,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2014,45-54,202770.48389707523,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2014,55-64,155320.09695244476,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2015,18-24,175447.10888312123,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2015,25-34,232843.6172694798,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2015,35-44,204022.692997879,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2015,45-54,203148.48389707523,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2015,55-64,156487.09695244476,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2016,18-24,173446.10888312123,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2016,25-34,232448.6172694798,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2016,35-44,203860.692997879,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2016,45-54,202910.48389707523,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2016,55-64,158010.09695244476,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2017,18-24,170079.10888312123,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2017,25-34,228131.6172694798,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2017,35-44,203718.692997879,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2017,45-54,201924.48389707523,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2017,55-64,158770.09695244476,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2018,18-24,165265.10888312123,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2018,25-34,221610.6172694798,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2018,35-44,198262.692997879,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2018,45-54,195626.48389707523,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,age,2018,55-64,155588.09695244476,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,all,2014,all,972749,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,all,2015,all,971954,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,all,2016,all,970679,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,all,2017,all,962627,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,all,2018,all,936354,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2014,female,285814,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2014,male,686935,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2015,female,284702,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2015,male,687252,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2016,female,284680,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2016,male,685999,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2017,female,281287,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2017,male,681340,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2018,female,272180,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,gender,2018,male,664174,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2014,nonresident,355229,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2014,resident,617520,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2015,nonresident,357482,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2015,resident,614472,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2016,nonresident,357338,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2016,resident,613341,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2017,nonresident,357898,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2017,resident,604729,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2018,nonresident,351343,SUM,total,NA
Southeast,Southeast,4,fish,participants - recruited,residency,2018,resident,585011,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2009,18-24,105374.8661286375,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2009,25-34,169155.16886417693,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2009,35-44,219943.16934112346,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2009,45-54,226961.0175905414,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2009,55-64,165093.7780755207,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2010,18-24,107171.80041406318,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2010,25-34,168809.98000773252,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2010,35-44,216886.76538706178,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2010,45-54,228210.34579264413,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2010,55-64,170258.10839849839,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2011,18-24,107878.21861725594,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2011,25-34,168712.16418352554,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2011,35-44,211838.30151887564,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2011,45-54,229555.7083065482,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2011,55-64,175992.60737379466,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2012,18-24,110524.32915102458,SUM,total,NA
Southeast,Southeast,4,hunt,participants,age,2012,25-34,170335.55835069032,SUM,total,NA
